K-Means
Preprocessing,No Preprocessing,No Preprocessing,No Preprocessing,Normalize,Normalize,Normalize,Transform,Transform,Transform,PCA,PCA,PCA,T+N,T+N,T+N,T+N+PCA,T+N+PCA,T+N+PCA
Clusters,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5
Silhouette,0.5406824747857601,0.5406824747857601,0.5406824747857601,0.4166213398222522,0.4166213398222522,0.4166213398222522,0.5406824747857601,0.5406824747857601,0.5406824747857601,0.5441836146931884,0.5441836146931884,0.5441836146931884,0.4166213398222522,0.4166213398222522,0.4166213398222522,0.4633121003301492,0.4633121003301492,0.4633121003301492
Calinski-Harabasz,1297.5775672611198,1297.5775672611198,1297.5775672611198,584.7014092044127,584.7014092044127,584.7014092044127,1297.5775672611198,1297.5775672611198,1297.5775672611198,1308.8383135751772,1308.8383135751772,1308.8383135751772,584.7014092044127,584.7014092044127,584.7014092044127,722.1692389402813,722.1692389402813,722.1692389402813
Davies-Bouldin,0.49700158862439575,0.49700158862439575,0.49700158862439575,0.7274565381552178,0.7274565381552178,0.7274565381552178,0.49700158862439575,0.49700158862439575,0.49700158862439575,0.4933274391890243,0.4933274391890243,0.4933274391890243,0.7274565381552178,0.7274565381552178,0.7274565381552178,0.6387833616117083,0.6387833616117083,0.6387833616117083


Hierarchical
Preprocessing,No Preprocessing,No Preprocessing,No Preprocessing,Normalize,Normalize,Normalize,Transform,Transform,Transform,PCA,PCA,PCA,T+N,T+N,T+N,T+N+PCA,T+N+PCA,T+N+PCA
Clusters,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5
Silhouette,0.6587292996216912,0.6587292996216912,0.6587292996216912,0.5365826498495754,0.5365826498495754,0.5365826498495754,0.6587292996216912,0.6587292996216912,0.6587292996216912,0.6590718062960337,0.6590718062960337,0.6590718062960337,0.5365826498495754,0.5365826498495754,0.5365826498495754,0.5461320282173209,0.5461320282173209,0.5461320282173209
Calinski-Harabasz,483.1128599196659,483.1128599196659,483.1128599196659,235.7946502196747,235.7946502196747,235.7946502196747,483.1128599196659,483.1128599196659,483.1128599196659,483.4215213583909,483.4215213583909,483.4215213583909,235.7946502196747,235.7946502196747,235.7946502196747,317.8842143547526,317.8842143547526,317.8842143547526
Davies-Bouldin,0.4586167303267668,0.4586167303267668,0.4586167303267668,0.6026285687354614,0.6026285687354614,0.6026285687354614,0.4586167303267668,0.4586167303267668,0.4586167303267668,0.4582739648091036,0.4582739648091036,0.4582739648091036,0.6026285687354614,0.6026285687354614,0.6026285687354614,0.6251719709415396,0.6251719709415396,0.6251719709415396


Gaussian
Preprocessing,No Preprocessing,No Preprocessing,No Preprocessing,Normalize,Normalize,Normalize,Transform,Transform,Transform,PCA,PCA,PCA,T+N,T+N,T+N,T+N+PCA,T+N+PCA,T+N+PCA
Clusters,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5,c=3,c=4,c=5
Silhouette,0.34726590057721557,0.34726590057721557,0.34726590057721557,0.35906436117216,0.35906436117216,0.35906436117216,0.34726590057721557,0.34726590057721557,0.34726590057721557,0.3352383907724748,0.3352383907724748,0.3352383907724748,0.35906436117216,0.35906436117216,0.35906436117216,0.4776233197095054,0.4776233197095054,0.4776233197095054
Calinski-Harabasz,266.2209223319081,266.2209223319081,266.2209223319081,244.67594404707177,244.67594404707177,244.67594404707177,266.2209223319081,266.2209223319081,266.2209223319081,250.23930429183267,250.23930429183267,250.23930429183267,244.67594404707177,244.67594404707177,244.67594404707177,310.2862749269447,310.2862749269447,310.2862749269447
Davies-Bouldin,0.8154760592030401,0.8154760592030401,0.8154760592030401,0.7445719790622399,0.7445719790622399,0.7445719790622399,0.8154760592030401,0.8154760592030401,0.8154760592030401,0.9684234053941378,0.9684234053941378,0.9684234053941378,0.7445719790622399,0.7445719790622399,0.7445719790622399,0.620374657041125,0.620374657041125,0.620374657041125
